customer_id,customer_fname,customer_lname,customer_segment,customer_city,customer_state,customer_country,customer_zipcode
50,Mary,Kim,Consumer,"San Bernardino",CA,"EE. UU.",92410.00
51,Jessica,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
52,Mary,Lawson,Corporate,Chicago,IL,"EE. UU.",60622.00
53,Katherine,Smith,Corporate,Roswell,GA,"EE. UU.",30075.00
54,Mary,Olson,"Home Office",Caguas,PR,"Puerto Rico",725.00
55,Janet,Farley,"Home Office",Phoenix,AZ,"EE. UU.",85029.00
56,Mary,Kaiser,Consumer,Caguas,PR,"Puerto Rico",725.00
57,Mary,Smith,Consumer,Baltimore,MD,"EE. UU.",21229.00
58,Michael,Edwards,Consumer,Caguas,PR,"Puerto Rico",725.00
59,Douglas,James,Consumer,Sunnyvale,CA,"EE. UU.",94086.00
60,Mary,Gutierrez,"Home Office",Webster,NY,"EE. UU.",14580.00
61,Margaret,Summers,"Home Office",Caguas,PR,"Puerto Rico",725.00
62,Mary,Oneal,Consumer,Brooklyn,NY,"EE. UU.",11223.00
63,Aaron,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
64,Mary,Reynolds,Corporate,Chicago,IL,"EE. UU.",60647.00
65,Jennifer,Smith,Consumer,Princeton,NJ,"EE. UU.",8540.00
66,Mary,Booth,"Home Office",Caguas,PR,"Puerto Rico",725.00
67,Samantha,Smith,Corporate,Chicago,IL,"EE. UU.",60619.00
68,Mary,Oneal,Consumer,Peoria,AZ,"EE. UU.",85345.00
69,Megan,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
70,Mary,Simmons,Corporate,"Los Angeles",CA,"EE. UU.",90042.00
71,Charles,Smith,Corporate,Philadelphia,PA,"EE. UU.",19145.00
72,Frank,Gillespie,Consumer,Vista,CA,"EE. UU.",92084.00
73,Mary,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
74,Alice,Rush,Corporate,Jacksonville,NC,"EE. UU.",28540.00
75,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
76,Joseph,Young,Consumer,"Los Angeles",CA,"EE. UU.",90016.00
77,Shirley,Dalton,Corporate,Caguas,PR,"Puerto Rico",725.00
78,Jeremy,Smith,"Home Office",Parkville,MD,"EE. UU.",21234.00
79,Mary,Watkins,Consumer,Knoxville,TN,"EE. UU.",37922.00
80,Joe,Parsons,Corporate,Caguas,PR,"Puerto Rico",725.00
81,Mary,Smith,"Home Office",Ithaca,NY,"EE. UU.",14850.00
82,Jonathan,Cook,Consumer,"San Antonio",TX,"EE. UU.",78240.00
83,Mary,Wong,Corporate,Caguas,PR,"Puerto Rico",725.00
84,Douglas,Smith,Consumer,Tampa,FL,"EE. UU.",33624.00
85,Mary,Perez,Consumer,Caguas,PR,"Puerto Rico",725.00
86,John,Smith,Corporate,"Fort Worth",TX,"EE. UU.",76106.00
87,Gloria,Brown,Corporate,Caguas,PR,"Puerto Rico",725.00
88,Mary,Henry,Corporate,Atlanta,GA,"EE. UU.",30318.00
89,Sean,Smith,Consumer,Escondido,CA,"EE. UU.",92027.00
90,Mary,Hurley,Consumer,Caguas,PR,"Puerto Rico",725.00
91,Ashley,Smith,Consumer,Spring,TX,"EE. UU.",77379.00
92,Alexander,Medina,"Home Office",Caguas,PR,"Puerto Rico",725.00
93,Mary,Robbins,Corporate,Annapolis,MD,"EE. UU.",21401.00
94,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
95,Susan,Williams,Corporate,Hyattsville,MD,"EE. UU.",20783.00
96,Virginia,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
97,Mary,Rhodes,Corporate,Phoenix,AZ,"EE. UU.",85008.00
98,William,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
99,Betty,Munoz,Consumer,"Las Vegas",NV,"EE. UU.",89123.00
100,George,Barrett,Consumer,Caguas,PR,"Puerto Rico",725.00
101,Mary,Briggs,Corporate,"Dorchester Center",MA,"EE. UU.",2124.00
102,Gregory,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
103,Mary,Williams,Corporate,Broomfield,CO,"EE. UU.",80020.00
104,Debra,Wood,"Home Office","Saint Paul",MN,"EE. UU.",55112.00
105,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
106,Lauren,Freeman,Corporate,Napa,CA,"EE. UU.",94558.00
107,Mary,Weaver,Consumer,Caguas,PR,"Puerto Rico",725.00
108,Joshua,Smith,Consumer,Bronx,NY,"EE. UU.",10462.00
109,Mary,Thompson,Corporate,Caguas,PR,"Puerto Rico",725.00
110,David,Miranda,Corporate,Beaverton,OR,"EE. UU.",97006.00
111,Frank,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
112,Mary,Daniels,Consumer,Middletown,OH,"EE. UU.",45044.00
113,Patricia,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
114,Alice,Warner,"Home Office",Bellflower,CA,"EE. UU.",90706.00
115,Mary,Smith,Consumer,"West Covina",CA,"EE. UU.",91790.00
116,John,Hill,"Home Office",Caguas,PR,"Puerto Rico",725.00
117,Mary,Smith,Consumer,"La Crosse",WI,"EE. UU.",54601.00
118,Katherine,Olson,Consumer,Ogden,UT,"EE. UU.",84404.00
119,Mary,Rosario,Consumer,Caguas,PR,"Puerto Rico",725.00
120,Nancy,Smith,Consumer,Bronx,NY,"EE. UU.",10461.00
121,Mary,Yoder,Corporate,Caguas,PR,"Puerto Rico",725.00
122,Karen,Smith,Consumer,Cincinnati,OH,"EE. UU.",45238.00
123,Mary,Mann,Corporate,Bend,OR,"EE. UU.",97701.00
124,Judy,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
125,Mary,Gallagher,Consumer,Oxnard,CA,"EE. UU.",93030.00
126,Austin,Smith,"Home Office",Amarillo,TX,"EE. UU.",79109.00
127,Mary,Martin,"Home Office",Caguas,PR,"Puerto Rico",725.00
128,Rose,Lopez,Consumer,Augusta,GA,"EE. UU.",30906.00
129,Crystal,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
130,Mary,Holland,"Home Office",Aurora,IL,"EE. UU.",60504.00
131,Brenda,Cline,Consumer,Methuen,MA,"EE. UU.",1844.00
132,Eric,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
133,Mary,Lopez,Consumer,Brooklyn,NY,"EE. UU.",11219.00
134,Donna,Gomez,Consumer,Brooklyn,NY,"EE. UU.",11224.00
135,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
136,Ryan,Griffin,Corporate,Lynn,MA,"EE. UU.",1902.00
137,Jonathan,Perkins,Consumer,"Broken Arrow",OK,"EE. UU.",74012.00
138,Mary,Dawson,Consumer,Caguas,PR,"Puerto Rico",725.00
139,Daniel,Maxwell,"Home Office","San Diego",CA,"EE. UU.",92104.00
140,Amanda,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
141,Mary,Mcmahon,Consumer,Brooklyn,NY,"EE. UU.",11203.00
142,Heather,Smith,Consumer,"Opa Locka",FL,"EE. UU.",33055.00
143,Mary,Byrd,Corporate,Caguas,PR,"Puerto Rico",725.00
144,David,Smith,Corporate,Bronx,NY,"EE. UU.",10462.00
145,Joan,Walters,Consumer,Dayton,OH,"EE. UU.",45424.00
146,Amber,Mercado,"Home Office",Caguas,PR,"Puerto Rico",725.00
147,Mary,Smith,"Home Office",Hanover,PA,"EE. UU.",17331.00
148,Stephanie,Richards,Consumer,Caguas,PR,"Puerto Rico",725.00
149,Shirley,Mcclain,"Home Office",Colton,CA,"EE. UU.",92324.00
150,Mary,Smith,Corporate,Union,NJ,"EE. UU.",7083.00
151,Lisa,Shaw,Consumer,Richmond,TX,"EE. UU.",77469.00
152,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
153,Andrew,Marshall,"Home Office",Hollywood,FL,"EE. UU.",33021.00
154,Emily,May,Corporate,Brandon,FL,"EE. UU.",33511.00
155,Brittany,Juarez,Consumer,Caguas,PR,"Puerto Rico",725.00
156,Mary,Smith,Consumer,"Los Angeles",CA,"EE. UU.",90001.00
157,Catherine,Chan,Corporate,"Citrus Heights",CA,"EE. UU.",95610.00
158,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
159,John,Love,Corporate,Corona,NY,"EE. UU.",11368.00
160,Ashley,Smith,"Home Office",Brooklyn,NY,"EE. UU.",11229.00
161,Mary,Smith,Corporate,Hialeah,FL,"EE. UU.",33010.00
162,John,Garcia,Corporate,Caguas,PR,"Puerto Rico",725.00
163,Austin,Diaz,Consumer,"Rio Rancho",NM,"EE. UU.",87124.00
164,Mary,Carlson,Consumer,Caguas,PR,"Puerto Rico",725.00
165,Joseph,Ewing,Consumer,Antioch,CA,"EE. UU.",94509.00
166,Steven,Smith,Consumer,Florissant,MO,"EE. UU.",63031.00
167,Stephanie,Rodriguez,Corporate,Columbus,OH,"EE. UU.",43228.00
168,Eric,Morris,Consumer,Caguas,PR,"Puerto Rico",725.00
169,Debra,Mccarthy,Corporate,Bronx,NY,"EE. UU.",10466.00
170,Mary,Smith,Corporate,Broomfield,CO,"EE. UU.",80020.00
171,Evelyn,Potter,Consumer,Caguas,PR,"Puerto Rico",725.00
172,Lauren,Rush,"Home Office",Chino,CA,"EE. UU.",91710.00
173,Jose,Smith,Consumer,Lombard,IL,"EE. UU.",60148.00
174,Mary,Perez,"Home Office",Caguas,PR,"Puerto Rico",725.00
175,Ronald,Guzman,"Home Office","Los Angeles",CA,"EE. UU.",90042.00
176,Amy,Smith,Corporate,Dundalk,MD,"EE. UU.",21222.00
177,Mary,Melendez,Consumer,Caguas,PR,"Puerto Rico",725.00
179,Mary,Rodgers,Consumer,"Los Angeles",CA,"EE. UU.",90033.00
180,Juan,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
181,Mary,Jones,"Home Office",Irwin,PA,"EE. UU.",15642.00
182,James,Ortiz,Consumer,Caguas,PR,"Puerto Rico",725.00
183,Wayne,Smith,Consumer,Hayward,CA,"EE. UU.",94541.00
184,Mary,Boyd,Consumer,Lindenhurst,NY,"EE. UU.",11757.00
185,Deborah,Smith,Consumer,Louisville,KY,"EE. UU.",40214.00
186,Diane,Jones,"Home Office",Caguas,PR,"Puerto Rico",725.00
187,Mildred,Herrera,Consumer,Antioch,CA,"EE. UU.",94509.00
188,Mary,Smith,Consumer,"Los Angeles",CA,"EE. UU.",90019.00
189,Angela,Peterson,Corporate,"San Marcos",TX,"EE. UU.",78666.00
190,Mary,Hayes,Corporate,Caguas,PR,"Puerto Rico",725.00
191,Victoria,Smith,"Home Office",Portland,OR,"EE. UU.",97206.00
192,Mary,Hall,"Home Office",Caguas,PR,"Puerto Rico",725.00
193,Melissa,Flores,Corporate,Gaithersburg,MD,"EE. UU.",20878.00
194,Mary,Bates,Consumer,Caguas,PR,"Puerto Rico",725.00
195,Richard,Smith,Corporate,Modesto,CA,"EE. UU.",95350.00
196,Thomas,Watson,"Home Office",Dearborn,MI,"EE. UU.",48126.00
197,Ruth,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
198,Mary,Joseph,"Home Office",Lancaster,PA,"EE. UU.",17601.00
199,Cynthia,Horn,"Home Office",Caguas,PR,"Puerto Rico",725.00
200,Keith,Smith,Consumer,Lynn,MA,"EE. UU.",1902.00
201,Mary,Grimes,Consumer,Jacksonville,FL,"EE. UU.",32244.00
202,Sharon,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
203,Madison,Blankenship,"Home Office",Phoenix,AZ,"EE. UU.",85033.00
204,Mary,Smith,Consumer,"Las Vegas",NV,"EE. UU.",89123.00
205,Ryan,Garcia,Corporate,Caguas,PR,"Puerto Rico",725.00
206,Mary,West,Consumer,"Pompano Beach",FL,"EE. UU.",33068.00
207,Jose,Powers,Corporate,Caguas,PR,"Puerto Rico",725.00
208,Mary,Smith,"Home Office",Bayamon,PR,"Puerto Rico",957.00
209,Thomas,Moore,Consumer,"Fort Worth",TX,"EE. UU.",76133.00
210,Jonathan,Burns,Corporate,Caguas,PR,"Puerto Rico",725.00
211,Mary,Smith,Corporate,Lawrenceville,GA,"EE. UU.",30043.00
212,Roger,Johnson,Consumer,"South Ozone Park",NY,"EE. UU.",11420.00
213,Mary,Mclaughlin,Corporate,Enfield,CT,"EE. UU.",6082.00
214,Lauren,Booth,"Home Office",Caguas,PR,"Puerto Rico",725.00
215,Mary,Smith,"Home Office",Flushing,NY,"EE. UU.",11354.00
216,Martha,Davis,"Home Office",Visalia,CA,"EE. UU.",93277.00
217,Mary,Hughes,Corporate,Caguas,PR,"Puerto Rico",725.00
218,Charles,Tyler,Consumer,"La Puente",CA,"EE. UU.",91744.00
220,Janet,Smith,Consumer,Salinas,CA,"EE. UU.",93906.00
221,Mary,Cox,Consumer,Columbus,OH,"EE. UU.",43230.00
222,Frank,Ruiz,Corporate,"Carol Stream",IL,"EE. UU.",60188.00
223,Ralph,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
224,Mary,Hernandez,Corporate,Wheeling,WV,"EE. UU.",26003.00
225,Megan,Watson,Corporate,Caguas,PR,"Puerto Rico",725.00
226,Rose,Sanders,Consumer,Oxnard,CA,"EE. UU.",93030.00
227,Mary,Smith,"Home Office",Tempe,AZ,"EE. UU.",85283.00
228,Jessica,Clark,Consumer,Caguas,PR,"Puerto Rico",725.00
229,Mary,Garrett,Consumer,Jacksonville,FL,"EE. UU.",32225.00
230,Kimberly,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
231,Mary,Conner,Consumer,Wyoming,MI,"EE. UU.",49509.00
232,Gloria,Bean,Corporate,Caguas,PR,"Puerto Rico",725.00
233,Hannah,Smith,Corporate,Glendale,AZ,"EE. UU.",85301.00
234,Mary,Giles,Consumer,Miami,FL,"EE. UU.",33157.00
235,David,Smith,Consumer,Piscataway,NJ,"EE. UU.",8854.00
236,Ashley,Clark,"Home Office",Caguas,PR,"Puerto Rico",725.00
237,Mary,Smith,Consumer,"San Jose",CA,"EE. UU.",95148.00
238,Charles,Turner,Corporate,Caguas,PR,"Puerto Rico",725.00
239,Mary,Simpson,Corporate,Mcallen,TX,"EE. UU.",78501.00
240,David,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
241,Janet,Carter,Corporate,Hamilton,OH,"EE. UU.",45013.00
242,Mary,Stein,Corporate,Mililani,HI,"EE. UU.",96789.00
243,Deborah,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
244,Mary,Hutchinson,"Home Office","Long Beach",CA,"EE. UU.",90805.00
245,Deborah,Smith,Consumer,Yonkers,NY,"EE. UU.",10701.00
246,Mary,Wood,Consumer,"Oak Lawn",IL,"EE. UU.",60453.00
247,Angela,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
248,Christina,Walsh,Corporate,Houston,TX,"EE. UU.",77083.00
249,Mary,Randolph,Consumer,Portland,OR,"EE. UU.",97206.00
250,Julie,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
251,Kelly,Adams,Corporate,"Saint Paul",MN,"EE. UU.",55112.00
252,Mary,Frazier,Corporate,Richardson,TX,"EE. UU.",75080.00
253,Nancy,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
254,Diana,Hale,Consumer,"San Antonio",TX,"EE. UU.",78223.00
255,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
256,David,Rodriguez,Consumer,Chicago,IL,"EE. UU.",60625.00
257,Mary,Harrison,Consumer,Humacao,PR,"Puerto Rico",791.00
258,Aaron,Kennedy,Corporate,Philadelphia,PA,"EE. UU.",19131.00
259,Mary,Bates,Consumer,Caguas,PR,"Puerto Rico",725.00
260,Kenneth,Smith,Corporate,"North Hollywood",CA,"EE. UU.",91605.00
261,Mary,Parker,Corporate,Cerritos,CA,"EE. UU.",90703.00
262,Mary,Morgan,"Home Office",Chicago,IL,"EE. UU.",60621.00
263,Margaret,Bradley,Consumer,Caguas,PR,"Puerto Rico",725.00
264,Mary,Smith,Corporate,Goleta,CA,"EE. UU.",93117.00
265,Michelle,Solis,"Home Office",Dubuque,IA,"EE. UU.",52001.00
266,Mary,Knapp,Corporate,Caguas,PR,"Puerto Rico",725.00
267,Richard,Smith,Consumer,Columbus,OH,"EE. UU.",43229.00
268,Mary,Miller,"Home Office",Caguas,PR,"Puerto Rico",725.00
269,Jeffrey,Simon,Consumer,Chicago,IL,"EE. UU.",60609.00
270,Janet,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
271,Justin,White,Corporate,Fremont,CA,"EE. UU.",94538.00
272,Mary,Long,Corporate,Caguas,PR,"Puerto Rico",725.00
273,Benjamin,Smith,Corporate,Jamaica,NY,"EE. UU.",11435.00
274,Mary,Moyer,Consumer,"San Antonio",TX,"EE. UU.",78240.00
275,Robert,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
276,Christina,Wright,Corporate,"West Covina",CA,"EE. UU.",91790.00
277,Roger,Hunt,Corporate,Caguas,PR,"Puerto Rico",725.00
278,Mary,Graves,Consumer,Brooklyn,NY,"EE. UU.",11214.00
279,Anna,Smith,Consumer,Bayamon,PR,"Puerto Rico",957.00
280,Mary,Ortiz,Corporate,Caguas,PR,"Puerto Rico",725.00
281,Stephanie,Smith,Corporate,"Juana Diaz",PR,"Puerto Rico",795.00
282,Zachary,Pugh,"Home Office",Caguas,PR,"Puerto Rico",725.00
283,Mary,Smith,Consumer,Wilmington,CA,"EE. UU.",90744.00
284,John,Harrington,Consumer,Caguas,PR,"Puerto Rico",725.00
285,Shirley,Smith,Consumer,Lancaster,CA,"EE. UU.",93535.00
286,Mary,Baker,Corporate,"Santa Cruz",CA,"EE. UU.",95060.00
287,Andrew,Salazar,Consumer,Caguas,PR,"Puerto Rico",725.00
288,Judith,Smith,Consumer,"San Juan",PR,"Puerto Rico",921.00
289,Diana,Richards,Corporate,Morristown,NJ,"EE. UU.",7960.00
290,Mary,Garza,Consumer,Caguas,PR,"Puerto Rico",725.00
291,John,Smith,Corporate,Bristol,CT,"EE. UU.",6010.00
292,Mary,Estrada,"Home Office",Columbus,OH,"EE. UU.",43207.00
293,Christopher,Prince,Corporate,Caguas,PR,"Puerto Rico",725.00
294,Mary,Smith,Consumer,Newark,DE,"EE. UU.",19711.00
295,Julie,Tanner,"Home Office",Caguas,PR,"Puerto Rico",725.00
296,Mary,Mullen,Corporate,Detroit,MI,"EE. UU.",48213.00
297,Catherine,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
298,Mary,Logan,Corporate,Chicago,IL,"EE. UU.",60623.00
299,Katherine,Smith,Consumer,Troy,MI,"EE. UU.",48098.00
300,Mary,Key,Consumer,Plano,TX,"EE. UU.",75093.00
301,Arthur,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
302,Mary,Nguyen,Corporate,Fullerton,CA,"EE. UU.",92833.00
303,Thomas,Rowe,Consumer,Caguas,PR,"Puerto Rico",725.00
304,Christopher,Smith,"Home Office","New Haven",CT,"EE. UU.",6511.00
305,Mary,Lawrence,Consumer,Caguas,PR,"Puerto Rico",725.00
306,Alan,Boyle,"Home Office",Phoenix,AZ,"EE. UU.",85032.00
307,Mary,Smith,Consumer,Baltimore,MD,"EE. UU.",21206.00
308,Alan,Berger,"Home Office","South Ozone Park",NY,"EE. UU.",11420.00
309,Phillip,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
310,Mary,Fox,Corporate,York,PA,"EE. UU.",17404.00
311,Michael,Townsend,"Home Office",Austin,TX,"EE. UU.",78753.00
312,Jack,Smith,Consumer,Houston,TX,"EE. UU.",77055.00
313,Mary,Stark,Consumer,Caguas,PR,"Puerto Rico",725.00
314,Maria,Smith,Consumer,Milwaukee,WI,"EE. UU.",53215.00
315,Danielle,Hampton,"Home Office",Modesto,CA,"EE. UU.",95350.00
316,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
317,Deborah,Salazar,Consumer,Wayne,NJ,"EE. UU.",7470.00
318,Samantha,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
319,Arthur,Brown,Corporate,Chicago,IL,"EE. UU.",60623.00
320,Mary,Brooks,Consumer,Chicago,IL,"EE. UU.",60617.00
321,David,Smith,Consumer,"Ann Arbor",MI,"EE. UU.",48103.00
322,Barbara,Kemp,Consumer,Caguas,PR,"Puerto Rico",725.00
323,Joshua,Smith,Consumer,"New York",NY,"EE. UU.",10025.00
324,Jean,Clay,Corporate,"Pico Rivera",CA,"EE. UU.",90660.00
325,Mary,Smith,Corporate,Washington,DC,"EE. UU.",20019.00
326,Shirley,Stafford,Consumer,Caguas,PR,"Puerto Rico",725.00
327,Mary,Smith,Consumer,Carrollton,TX,"EE. UU.",75007.00
328,William,Morrison,Consumer,Caguas,PR,"Puerto Rico",725.00
329,Samantha,Higgins,Consumer,Miami,FL,"EE. UU.",33125.00
330,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
331,Alexander,Russell,"Home Office",Tempe,AZ,"EE. UU.",85281.00
332,Mary,Smith,Consumer,Placentia,CA,"EE. UU.",92870.00
333,Elizabeth,Ferguson,Consumer,Caguas,PR,"Puerto Rico",725.00
334,Kathleen,Oconnor,Consumer,Tracy,CA,"EE. UU.",95376.00
335,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
336,Ruth,Armstrong,Consumer,"New York",NY,"EE. UU.",10029.00
337,Mary,Neal,Corporate,"New Haven",CT,"EE. UU.",6511.00
338,Ryan,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
340,Theresa,Wiggins,Consumer,Denton,TX,"EE. UU.",76201.00
341,Mary,Smith,Consumer,Carlsbad,CA,"EE. UU.",92009.00
342,Jerry,Jackson,"Home Office",Caguas,PR,"Puerto Rico",725.00
343,Douglas,Joseph,Corporate,"San Antonio",TX,"EE. UU.",78227.00
344,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
345,John,Howard,Corporate,Chicago,IL,"EE. UU.",60638.00
346,Edward,Stephens,Consumer,Caguas,PR,"Puerto Rico",725.00
347,Bryan,Marsh,"Home Office",Dallas,TX,"EE. UU.",75287.00
348,Mary,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
349,Aaron,Berger,Consumer,Florissant,MO,"EE. UU.",63031.00
350,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
351,John,Singh,Corporate,Stockton,CA,"EE. UU.",95206.00
352,Gregory,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
353,Mary,Smith,"Home Office","San Antonio",TX,"EE. UU.",78223.00
354,Edward,Peterson,"Home Office",Caguas,PR,"Puerto Rico",725.00
355,Katherine,Barker,Consumer,Carmichael,CA,"EE. UU.",95608.00
356,Roger,Smith,Consumer,Catonsville,MD,"EE. UU.",21228.00
357,Mary,King,"Home Office",Caguas,PR,"Puerto Rico",725.00
358,Megan,Lynch,Consumer,"San Antonio",TX,"EE. UU.",78227.00
359,Mary,Pena,Consumer,Caguas,PR,"Puerto Rico",725.00
361,Alexander,Shaw,Consumer,Caguas,PR,"Puerto Rico",725.00
362,Mary,Smith,Corporate,"Diamond Bar",CA,"EE. UU.",91765.00
363,Jennifer,Obrien,Consumer,Caguas,PR,"Puerto Rico",725.00
364,Jason,Mcmahon,"Home Office",Tulare,CA,"EE. UU.",93274.00
365,Shirley,Smith,Consumer,"Garden Grove",CA,"EE. UU.",92843.00
366,Larry,Williamson,Corporate,Caguas,PR,"Puerto Rico",725.00
367,Mary,Smith,Corporate,"San Francisco",CA,"EE. UU.",94109.00
368,Pamela,Flores,Corporate,Caguas,PR,"Puerto Rico",725.00
369,Madison,Sheppard,Corporate,Chicago,IL,"EE. UU.",60624.00
370,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
371,Adam,Marquez,Corporate,"San Antonio",TX,"EE. UU.",78223.00
372,Mary,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
373,George,Sandoval,Consumer,"Union City",NJ,"EE. UU.",7087.00
374,Mary,Camacho,"Home Office",Mesa,AZ,"EE. UU.",85204.00
